Country,State,City,DATE,Year,Month,Day,Hour,Precipitation,Cloudiness,Dew point,Temperature,Wind chill,Wind speed,Wind direction
Canada,Ontario,Timmins,20100203 00:00,2010,2,3,0,1020.3,400,1.9,6.7,4.4,4.5,226
Canada,Ontario,Timmins,20100203 01:00,2010,2,3,1,1020.1,410,1.8,6.3,3.9,4.5,260
Canada,Ontario,Timmins,20100203 02:00,2010,2,3,2,1020,431,1.7,5.9,3.3,4.5,252
Canada,Ontario,Timmins,20100203 03:00,2010,2,3,3,1019.9,436,1.6,5.5,2.9,4.4,275
Canada,Ontario,Timmins,20100203 04:00,2010,2,3,4,1019.9,449,1.6,5.2,2.5,4.5,274
Canada,Ontario,Timmins,20100203 05:00,2010,2,3,5,1019.9,442,1.4,5,2.2,4.4,291
Canada,Ontario,Timmins,20100203 06:00,2010,2,3,6,1020.2,465,1.5,4.7,1.8,4.4,311
Canada,Ontario,Timmins,20100203 07:00,2010,2,3,7,1020.6,469,1.4,4.5,1.6,4.4,317
Canada,Ontario,Timmins,20100203 08:00,2010,2,3,8,1021,482,1.5,4.7,1.8,4.4,318
Canada,Ontario,Timmins,20100203 09:00,2010,2,3,9,1021.5,492,1.9,6.1,3.4,4.8,307
Canada,Ontario,Timmins,20100203 10:00,2010,2,3,10,1021.8,481,1.9,7.6,5.2,5.3,284
Canada,Ontario,Timmins,20100203 11:00,2010,2,3,11,1021.8,458,2,9.1,7,5.5,254
Canada,Ontario,Timmins,20100203 12:00,2010,2,3,12,1021.3,478,2.1,10.3,8.6,5.7,246
Canada,Ontario,Timmins,20100203 13:00,2010,2,3,13,1020.3,440,2.1,11.3,9.8,5.6,249
Canada,Ontario,Timmins,20100203 14:00,2010,2,3,14,1019.3,430,2.1,12.1,10.6,5.7,262
Canada,Ontario,Timmins,20100203 15:00,2010,2,3,15,1018.8,417,2,12.6,11.1,5.9,261
Canada,Ontario,Timmins,20100203 16:00,2010,2,3,16,1018.6,420,1.9,12.7,11.3,5.7,274
Canada,Ontario,Timmins,20100203 17:00,2010,2,3,17,1018.7,445,1.9,12.3,10.9,5.5,293
Canada,Ontario,Timmins,20100203 18:00,2010,2,3,18,1018.9,423,1.9,11.1,9.4,5,16
Canada,Ontario,Timmins,20100203 19:00,2010,2,3,19,1019.3,415,2,9.8,8,4.5,52
Canada,Ontario,Timmins,20100203 20:00,2010,2,3,20,1019.7,406,2.1,9.1,7.2,4.5,38
Canada,Ontario,Timmins,20100203 21:00,2010,2,3,21,1019.9,401,2.1,8.4,6.3,4.6,39
Canada,Ontario,Timmins,20100203 22:00,2010,2,3,22,1020.2,393,1.9,7.7,5.6,4.6,346
Canada,Ontario,Timmins,20100203 23:00,2010,2,3,23,1020.2,398,1.9,7.2,4.9,4.6,288
Canada,Ontario,Timmins,20100204 00:00,2010,2,4,0,1020.2,406,1.9,6.7,4.4,4.5,257
Canada,Ontario,Timmins,20100204 01:00,2010,2,4,1,1020.1,413,1.8,6.3,3.9,4.6,275
Canada,Ontario,Timmins,20100204 02:00,2010,2,4,2,1019.9,436,1.7,5.9,3.4,4.5,271
Canada,Ontario,Timmins,20100204 03:00,2010,2,4,3,1019.8,431,1.6,5.6,2.9,4.5,291
Canada,Ontario,Timmins,20100204 04:00,2010,2,4,4,1019.8,442,1.6,5.3,2.5,4.6,280
Canada,Ontario,Timmins,20100204 05:00,2010,2,4,5,1019.9,435,1.4,4.9,2.1,4.5,298
Canada,Ontario,Timmins,20100204 06:00,2010,2,4,6,1020.2,457,1.4,4.7,1.8,4.5,313
Canada,Ontario,Timmins,20100204 07:00,2010,2,4,7,1020.6,460,1.4,4.6,1.6,4.5,314
Canada,Ontario,Timmins,20100204 08:00,2010,2,4,8,1021.1,467,1.4,4.7,1.8,4.4,317
Canada,Ontario,Timmins,20100204 09:00,2010,2,4,9,1021.5,480,1.8,6.1,3.3,4.9,307
Canada,Ontario,Timmins,20100204 10:00,2010,2,4,10,1021.8,472,1.9,7.6,5.2,5.4,296
Canada,Ontario,Timmins,20100204 11:00,2010,2,4,11,1021.9,443,1.9,9.1,7,5.6,269
Canada,Ontario,Timmins,20100204 12:00,2010,2,4,12,1021.4,460,2,10.3,8.5,5.7,253
Canada,Ontario,Timmins,20100204 13:00,2010,2,4,13,1020.4,433,2.1,11.3,9.7,5.6,256
Canada,Ontario,Timmins,20100204 14:00,2010,2,4,14,1019.4,423,2,12.1,10.5,5.8,267
Canada,Ontario,Timmins,20100204 15:00,2010,2,4,15,1018.9,408,2,12.6,11.1,5.9,265
Canada,Ontario,Timmins,20100204 16:00,2010,2,4,16,1018.7,412,1.9,12.7,11.3,5.7,289
Canada,Ontario,Timmins,20100204 17:00,2010,2,4,17,1018.8,436,1.8,12.3,10.9,5.5,314
Canada,Ontario,Timmins,20100204 18:00,2010,2,4,18,1019,411,1.9,11.1,9.4,5,10
Canada,Ontario,Timmins,20100204 19:00,2010,2,4,19,1019.4,413,2,9.8,8,4.5,45
Canada,Ontario,Timmins,20100204 20:00,2010,2,4,20,1019.8,406,2.1,9.1,7.2,4.5,31
Canada,Ontario,Timmins,20100204 21:00,2010,2,4,21,1020,405,2.1,8.4,6.4,4.5,36
Canada,Ontario,Timmins,20100204 22:00,2010,2,4,22,1020.3,394,1.9,7.7,5.6,4.6,343
Canada,Ontario,Timmins,20100204 23:00,2010,2,4,23,1020.3,401,1.9,7.2,4.9,4.6,279
Canada,Ontario,Timmins,20100205 00:00,2010,2,5,0,1020.3,413,1.9,6.7,4.3,4.5,259
Canada,Ontario,Timmins,20100205 01:00,2010,2,5,1,1020.2,420,1.7,6.3,3.9,4.5,275
Canada,Ontario,Timmins,20100205 02:00,2010,2,5,2,1020.1,446,1.7,5.9,3.3,4.4,277
Canada,Ontario,Timmins,20100205 03:00,2010,2,5,3,1019.9,442,1.6,5.5,2.8,4.4,299
Canada,Ontario,Timmins,20100205 04:00,2010,2,5,4,1020,451,1.5,5.2,2.4,4.5,292
Canada,Ontario,Timmins,20100205 05:00,2010,2,5,5,1020,436,1.4,4.9,2.1,4.4,304
Canada,Ontario,Timmins,20100205 06:00,2010,2,5,6,1020.3,458,1.4,4.7,1.8,4.4,318
Canada,Ontario,Timmins,20100205 07:00,2010,2,5,7,1020.7,467,1.3,4.4,1.5,4.4,316
Canada,Ontario,Timmins,20100205 08:00,2010,2,5,8,1021.2,472,1.4,4.6,1.7,4.4,319
Canada,Ontario,Timmins,20100205 09:00,2010,2,5,9,1021.7,474,1.8,6.1,3.3,4.9,313
Canada,Ontario,Timmins,20100205 10:00,2010,2,5,10,1022,464,1.7,7.6,5.2,5.3,305
Canada,Ontario,Timmins,20100205 11:00,2010,2,5,11,1022.1,436,1.7,9.1,7,5.5,285
Canada,Ontario,Timmins,20100205 12:00,2010,2,5,12,1021.6,444,1.8,10.3,8.5,5.7,270
Canada,Ontario,Timmins,20100205 13:00,2010,2,5,13,1020.6,422,1.8,11.3,9.7,5.6,269
Canada,Ontario,Timmins,20100205 14:00,2010,2,5,14,1019.6,413,1.8,12.1,10.5,5.8,276
Canada,Ontario,Timmins,20100205 15:00,2010,2,5,15,1019.1,403,1.7,12.6,11.1,5.8,280
Canada,Ontario,Timmins,20100205 16:00,2010,2,5,16,1019,403,1.7,12.7,11.2,5.7,309
Canada,Ontario,Timmins,20100205 17:00,2010,2,5,17,1019,423,1.6,12.3,10.9,5.5,335
Canada,Ontario,Timmins,20100205 18:00,2010,2,5,18,1019.2,395,1.7,11.1,9.4,5,9
Canada,Ontario,Timmins,20100205 19:00,2010,2,5,19,1019.6,398,1.8,9.7,7.9,4.5,36
Canada,Ontario,Timmins,20100205 20:00,2010,2,5,20,1020,397,1.8,8.9,7.1,4.4,28
Canada,Ontario,Timmins,20100205 21:00,2010,2,5,21,1020.3,403,1.8,8.3,6.3,4.4,29
Canada,Ontario,Timmins,20100205 22:00,2010,2,5,22,1020.5,393,1.7,7.6,5.4,4.5,356
Canada,Ontario,Timmins,20100205 23:00,2010,2,5,23,1020.5,393,1.8,7.1,4.8,4.5,335
Canada,Ontario,Timmins,20100206 00:00,2010,2,6,0,1020.5,404,1.7,6.7,4.3,4.4,282
Canada,Ontario,Timmins,20100206 01:00,2010,2,6,1,1020.4,415,1.6,6.2,3.8,4.4,283
Canada,Ontario,Timmins,20100206 02:00,2010,2,6,2,1020.3,439,1.5,5.8,3.3,4.4,286
Canada,Ontario,Timmins,20100206 03:00,2010,2,6,3,1020.1,437,1.4,5.4,2.8,4.4,304
Canada,Ontario,Timmins,20100206 04:00,2010,2,6,4,1020.2,444,1.3,5.1,2.3,4.5,295
Canada,Ontario,Timmins,20100206 05:00,2010,2,6,5,1020.2,427,1.2,4.8,1.9,4.4,307
Canada,Ontario,Timmins,20100206 06:00,2010,2,6,6,1020.5,450,1.2,4.6,1.7,4.3,322
Canada,Ontario,Timmins,20100206 07:00,2010,2,6,7,1020.9,455,1.2,4.4,1.4,4.4,316
Canada,Ontario,Timmins,20100206 08:00,2010,2,6,8,1021.4,461,1.3,4.6,1.7,4.3,318
Canada,Ontario,Timmins,20100206 09:00,2010,2,6,9,1021.9,466,1.7,6.1,3.3,4.8,313
Canada,Ontario,Timmins,20100206 10:00,2010,2,6,10,1022.2,461,1.7,7.6,5.2,5.3,300
Canada,Ontario,Timmins,20100206 11:00,2010,2,6,11,1022.3,431,1.7,9.1,7,5.4,271
Canada,Ontario,Timmins,20100206 12:00,2010,2,6,12,1021.8,437,1.8,10.4,8.6,5.5,259
Canada,Ontario,Timmins,20100206 13:00,2010,2,6,13,1020.7,420,1.8,11.4,9.8,5.5,256
Canada,Ontario,Timmins,20100206 14:00,2010,2,6,14,1019.7,411,1.7,12.2,10.7,5.6,264
Canada,Ontario,Timmins,20100206 15:00,2010,2,6,15,1019.2,403,1.7,12.7,11.3,5.7,271
Canada,Ontario,Timmins,20100206 16:00,2010,2,6,16,1019,400,1.6,12.8,11.4,5.6,297
Canada,Ontario,Timmins,20100206 17:00,2010,2,6,17,1019,419,1.6,12.4,11.1,5.5,330
Canada,Ontario,Timmins,20100206 18:00,2010,2,6,18,1019.2,400,1.7,11.2,9.6,5,16
Canada,Ontario,Timmins,20100206 19:00,2010,2,6,19,1019.6,397,1.8,9.8,8.1,4.4,54
Canada,Ontario,Timmins,20100206 20:00,2010,2,6,20,1020,395,1.8,9.1,7.3,4.4,51
Canada,Ontario,Timmins,20100206 21:00,2010,2,6,21,1020.2,400,1.9,8.4,6.4,4.4,59
Canada,Ontario,Timmins,20100206 22:00,2010,2,6,22,1020.4,386,1.7,7.8,5.6,4.5,15
Canada,Ontario,Timmins,20100206 23:00,2010,2,6,23,1020.4,381,1.8,7.2,4.9,4.5,160
Canada,Ontario,Timmins,20100207 00:00,2010,2,7,0,1020.4,397,1.8,6.8,4.4,4.4,241
Canada,Ontario,Timmins,20100207 01:00,2010,2,7,1,1020.3,411,1.7,6.3,3.9,4.4,258
Canada,Ontario,Timmins,20100207 02:00,2010,2,7,2,1020.2,446,1.6,6,3.5,4.4,264
Canada,Ontario,Timmins,20100207 03:00,2010,2,7,3,1020,446,1.6,5.6,2.9,4.4,289
Canada,Ontario,Timmins,20100207 04:00,2010,2,7,4,1020,446,1.5,5.3,2.6,4.5,282
Canada,Ontario,Timmins,20100207 05:00,2010,2,7,5,1020,426,1.4,4.9,2.2,4.3,294
Canada,Ontario,Timmins,20100207 06:00,2010,2,7,6,1020.3,444,1.4,4.7,1.9,4.4,309
Canada,Ontario,Timmins,20100207 07:00,2010,2,7,7,1020.7,452,1.3,4.6,1.7,4.4,305
Canada,Ontario,Timmins,20100207 08:00,2010,2,7,8,1021.2,460,1.5,4.7,1.9,4.3,315
Canada,Ontario,Timmins,20100207 09:00,2010,2,7,9,1021.7,475,1.9,6.3,3.6,4.8,304
Canada,Ontario,Timmins,20100207 10:00,2010,2,7,10,1022,470,1.9,7.8,5.4,5.3,273
Canada,Ontario,Timmins,20100207 11:00,2010,2,7,11,1022,436,1.9,9.3,7.3,5.5,244
Canada,Ontario,Timmins,20100207 12:00,2010,2,7,12,1021.5,443,1.9,10.6,8.8,5.7,243
Canada,Ontario,Timmins,20100207 13:00,2010,2,7,13,1020.5,426,2,11.6,10.1,5.6,241
Canada,Ontario,Timmins,20100207 14:00,2010,2,7,14,1019.4,412,2,12.3,10.9,5.7,247
Canada,Ontario,Timmins,20100207 15:00,2010,2,7,15,1018.9,402,1.9,12.8,11.5,5.8,252
Canada,Ontario,Timmins,20100207 16:00,2010,2,7,16,1018.7,408,1.9,13,11.7,5.6,261
Canada,Ontario,Timmins,20100207 17:00,2010,2,7,17,1018.7,423,1.8,12.6,11.3,5.5,252
Canada,Ontario,Timmins,20100207 18:00,2010,2,7,18,1018.9,404,1.9,11.4,9.9,5,23
Canada,Ontario,Timmins,20100207 19:00,2010,2,7,19,1019.3,404,2,10.1,8.4,4.5,75
Canada,Ontario,Timmins,20100207 20:00,2010,2,7,20,1019.7,400,2.1,9.3,7.6,4.4,83
Canada,Ontario,Timmins,20100207 21:00,2010,2,7,21,1019.9,404,2.1,8.7,6.8,4.5,97
Canada,Ontario,Timmins,20100207 22:00,2010,2,7,22,1020.1,393,2,8,6,4.5,80
Canada,Ontario,Timmins,20100207 23:00,2010,2,7,23,1020.1,384,2.1,7.6,5.3,4.5,181
Canada,Ontario,Timmins,20100208 00:00,2010,2,8,0,1020.1,394,2,7.1,4.8,4.4,236
Canada,Ontario,Timmins,20100208 01:00,2010,2,8,1,1020,404,1.9,6.6,4.3,4.5,257
Canada,Ontario,Timmins,20100208 02:00,2010,2,8,2,1019.9,447,1.9,6.2,3.8,4.5,265
Canada,Ontario,Timmins,20100208 03:00,2010,2,8,3,1019.7,449,1.8,5.8,3.3,4.5,288
Canada,Ontario,Timmins,20100208 04:00,2010,2,8,4,1019.8,445,1.7,5.5,2.9,4.6,283
Canada,Ontario,Timmins,20100208 05:00,2010,2,8,5,1019.8,421,1.6,5.2,2.5,4.3,298
Canada,Ontario,Timmins,20100208 06:00,2010,2,8,6,1020.1,441,1.6,5,2.2,4.4,313
Canada,Ontario,Timmins,20100208 07:00,2010,2,8,7,1020.5,451,1.6,4.7,1.9,4.4,309
Canada,Ontario,Timmins,20100208 08:00,2010,2,8,8,1021,459,1.7,4.9,2.2,4.3,319
Canada,Ontario,Timmins,20100208 09:00,2010,2,8,9,1021.5,468,2.1,6.4,3.8,4.8,313
Canada,Ontario,Timmins,20100208 10:00,2010,2,8,10,1021.8,466,2.1,8,5.7,5.3,284
Canada,Ontario,Timmins,20100208 11:00,2010,2,8,11,1021.8,424,2.1,9.4,7.4,5.5,258
Canada,Ontario,Timmins,20100208 12:00,2010,2,8,12,1021.4,432,2.2,10.7,9.1,5.6,256
Canada,Ontario,Timmins,20100208 13:00,2010,2,8,13,1020.4,418,2.2,11.7,10.3,5.6,255
Canada,Ontario,Timmins,20100208 14:00,2010,2,8,14,1019.3,406,2.2,12.6,11.1,5.7,262
Canada,Ontario,Timmins,20100208 15:00,2010,2,8,15,1018.8,395,2.1,13,11.6,5.9,271
Canada,Ontario,Timmins,20100208 16:00,2010,2,8,16,1018.6,400,2,13.1,11.8,5.7,284
Canada,Ontario,Timmins,20100208 17:00,2010,2,8,17,1018.7,408,1.9,12.8,11.4,5.5,317
Canada,Ontario,Timmins,20100208 18:00,2010,2,8,18,1018.9,394,2,11.6,10.1,5.1,18
Canada,Ontario,Timmins,20100208 19:00,2010,2,8,19,1019.3,396,2.1,10.1,8.5,4.5,56
Canada,Ontario,Timmins,20100208 20:00,2010,2,8,20,1019.7,389,2.2,9.4,7.7,4.5,58
Canada,Ontario,Timmins,20100208 21:00,2010,2,8,21,1019.9,396,2.2,8.8,6.9,4.5,65
Canada,Ontario,Timmins,20100208 22:00,2010,2,8,22,1020.2,387,2.1,8.1,6.1,4.6,7
Canada,Ontario,Timmins,20100208 23:00,2010,2,8,23,1020.1,377,2.2,7.6,5.4,4.6,4
Canada,Ontario,Timmins,20100209 00:00,2010,2,9,0,1020.2,385,2.1,7.1,4.8,4.6,279
Canada,Ontario,Timmins,20100209 01:00,2010,2,9,1,1020,405,1.9,6.7,4.3,4.6,282
Canada,Ontario,Timmins,20100209 02:00,2010,2,9,2,1020,446,1.9,6.3,3.8,4.6,285
Canada,Ontario,Timmins,20100209 03:00,2010,2,9,3,1019.8,450,1.8,5.9,3.3,4.5,303
Canada,Ontario,Timmins,20100209 04:00,2010,2,9,4,1019.8,447,1.7,5.6,2.9,4.6,295
Canada,Ontario,Timmins,20100209 05:00,2010,2,9,5,1019.9,419,1.6,5.2,2.5,4.4,309
Canada,Ontario,Timmins,20100209 06:00,2010,2,9,6,1020.2,434,1.6,5,2.3,4.5,319
Canada,Ontario,Timmins,20100209 07:00,2010,2,9,7,1020.6,450,1.5,4.8,1.9,4.4,317
Canada,Ontario,Timmins,20100209 08:00,2010,2,9,8,1021.2,457,1.7,5,2.2,4.4,320
Canada,Ontario,Timmins,20100209 09:00,2010,2,9,9,1021.6,472,2,6.5,3.8,4.9,321
Canada,Ontario,Timmins,20100209 10:00,2010,2,9,10,1021.9,470,2,8,5.7,5.4,298
Canada,Ontario,Timmins,20100209 11:00,2010,2,9,11,1022,434,2,9.4,7.4,5.6,272
Canada,Ontario,Timmins,20100209 12:00,2010,2,9,12,1021.5,429,2.1,10.7,9.1,5.7,269
Canada,Ontario,Timmins,20100209 13:00,2010,2,9,13,1020.5,414,2.1,11.7,10.2,5.7,268
Canada,Ontario,Timmins,20100209 14:00,2010,2,9,14,1019.5,410,2.1,12.5,11.1,5.8,272
Canada,Ontario,Timmins,20100209 15:00,2010,2,9,15,1019,393,2,13,11.6,5.9,280
Canada,Ontario,Timmins,20100209 16:00,2010,2,9,16,1018.8,393,1.9,13.1,11.8,5.7,300
Canada,Ontario,Timmins,20100209 17:00,2010,2,9,17,1018.8,406,1.9,12.8,11.5,5.5,336
Canada,Ontario,Timmins,20100209 18:00,2010,2,9,18,1019,391,1.9,11.6,10.1,5.1,19
Canada,Ontario,Timmins,20100209 19:00,2010,2,9,19,1019.4,385,2.1,10.1,8.4,4.5,56
Canada,Ontario,Timmins,20100209 20:00,2010,2,9,20,1019.8,375,2.1,9.4,7.7,4.5,64
Canada,Ontario,Timmins,20100209 21:00,2010,2,9,21,1020,381,2.2,8.7,6.9,4.5,61
Canada,Ontario,Timmins,20100209 22:00,2010,2,9,22,1020.2,383,2.1,8.1,6.1,4.5,45
Canada,Ontario,Timmins,20100209 23:00,2010,2,9,23,1020.2,372,2.1,7.6,5.5,4.6,74
Canada,Ontario,Timmins,20100210 00:00,2010,2,10,0,1020.2,378,2,7.1,4.9,4.5,282
Canada,Ontario,Timmins,20100210 01:00,2010,2,10,1,1020.1,399,1.9,6.7,4.4,4.5,274
Canada,Ontario,Timmins,20100210 02:00,2010,2,10,2,1020,439,1.9,6.3,3.9,4.5,282
Canada,Ontario,Timmins,20100210 03:00,2010,2,10,3,1019.8,451,1.8,5.9,3.4,4.5,301
Canada,Ontario,Timmins,20100210 04:00,2010,2,10,4,1019.8,442,1.7,5.6,3.1,4.6,296
Canada,Ontario,Timmins,20100210 05:00,2010,2,10,5,1019.9,422,1.7,5.3,2.7,4.3,310
Canada,Ontario,Timmins,20100210 06:00,2010,2,10,6,1020.2,437,1.7,5.1,2.4,4.5,318
Canada,Ontario,Timmins,20100210 07:00,2010,2,10,7,1020.6,451,1.6,4.9,2.1,4.4,320
Canada,Ontario,Timmins,20100210 08:00,2010,2,10,8,1021.2,444,1.7,5.1,2.4,4.4,320
Canada,Ontario,Timmins,20100210 09:00,2010,2,10,9,1021.6,463,2.1,6.7,4,4.9,325
Canada,Ontario,Timmins,20100210 10:00,2010,2,10,10,1021.9,465,2.1,8.2,5.9,5.5,289
Canada,Ontario,Timmins,20100210 11:00,2010,2,10,11,1022,434,2.1,9.7,7.7,5.7,259
Canada,Ontario,Timmins,20100210 12:00,2010,2,10,12,1021.5,429,2.2,10.9,9.3,5.8,261
Canada,Ontario,Timmins,20100210 13:00,2010,2,10,13,1020.5,417,2.2,11.9,10.4,5.8,259
Canada,Ontario,Timmins,20100210 14:00,2010,2,10,14,1019.5,409,2.2,12.7,11.3,5.9,264
Canada,Ontario,Timmins,20100210 15:00,2010,2,10,15,1018.9,389,2.1,13.2,11.8,6,271
Canada,Ontario,Timmins,20100210 16:00,2010,2,10,16,1018.7,394,2.1,13.3,12,5.8,289
Canada,Ontario,Timmins,20100210 17:00,2010,2,10,17,1018.7,404,2,13,11.7,5.6,345
Canada,Ontario,Timmins,20100210 18:00,2010,2,10,18,1018.9,385,2.1,11.8,10.4,5.2,30
Canada,Ontario,Timmins,20100210 19:00,2010,2,10,19,1019.3,383,2.2,10.3,8.7,4.6,66
Canada,Ontario,Timmins,20100210 20:00,2010,2,10,20,1019.7,378,2.2,9.6,7.9,4.5,76
Canada,Ontario,Timmins,20100210 21:00,2010,2,10,21,1019.9,386,2.2,8.9,7.1,4.5,78
Canada,Ontario,Timmins,20100210 22:00,2010,2,10,22,1020.1,388,2.2,8.3,6.3,4.5,78
Canada,Ontario,Timmins,20100210 23:00,2010,2,10,23,1020.1,376,2.3,7.8,5.7,4.6,119
Canada,Ontario,Timmins,20100211 00:00,2010,2,11,0,1020.1,374,2.1,7.3,5.2,4.6,242
Canada,Ontario,Timmins,20100211 01:00,2010,2,11,1,1020,394,2,6.9,4.6,4.6,250
Canada,Ontario,Timmins,20100211 02:00,2010,2,11,2,1019.9,439,2,6.5,4.2,4.6,264
Canada,Ontario,Timmins,20100211 03:00,2010,2,11,3,1019.7,446,2,6.2,3.7,4.5,293
Canada,Ontario,Timmins,20100211 04:00,2010,2,11,4,1019.7,442,1.9,5.8,3.3,4.6,288
Canada,Ontario,Timmins,20100211 05:00,2010,2,11,5,1019.8,422,1.8,5.5,2.9,4.3,302
Canada,Ontario,Timmins,20100211 06:00,2010,2,11,6,1020.1,421,1.8,5.3,2.6,4.4,308
Canada,Ontario,Timmins,20100211 07:00,2010,2,11,7,1020.5,438,1.7,5.1,2.3,4.4,308
Canada,Ontario,Timmins,20100211 08:00,2010,2,11,8,1021.1,430,1.8,5.3,2.7,4.4,316
Canada,Ontario,Timmins,20100211 09:00,2010,2,11,9,1021.5,460,2.2,6.9,4.3,4.9,318
Canada,Ontario,Timmins,20100211 10:00,2010,2,11,10,1021.8,455,2.2,8.4,6.2,5.5,282
Canada,Ontario,Timmins,20100211 11:00,2010,2,11,11,1021.9,435,2.2,9.9,8,5.7,254
Canada,Ontario,Timmins,20100211 12:00,2010,2,11,12,1021.4,419,2.3,11.2,9.6,5.8,255
Canada,Ontario,Timmins,20100211 13:00,2010,2,11,13,1020.4,417,2.3,12.2,10.8,5.8,255
Canada,Ontario,Timmins,20100211 14:00,2010,2,11,14,1019.3,400,2.3,12.9,11.6,5.9,259
Canada,Ontario,Timmins,20100211 15:00,2010,2,11,15,1018.8,384,2.2,13.4,12.2,6,263
Canada,Ontario,Timmins,20100211 16:00,2010,2,11,16,1018.5,387,2.1,13.5,12.3,5.8,268
Canada,Ontario,Timmins,20100211 17:00,2010,2,11,17,1018.5,403,2.1,13.2,12,5.7,166
Canada,Ontario,Timmins,20100211 18:00,2010,2,11,18,1018.7,383,2.2,12.1,10.7,5.2,36
Canada,Ontario,Timmins,20100211 19:00,2010,2,11,19,1019,378,2.4,10.6,9.1,4.6,76
Canada,Ontario,Timmins,20100211 20:00,2010,2,11,20,1019.4,372,2.4,9.8,8.2,4.5,86
Canada,Ontario,Timmins,20100211 21:00,2010,2,11,21,1019.7,381,2.4,9.2,7.4,4.5,90
Canada,Ontario,Timmins,20100211 22:00,2010,2,11,22,1019.9,388,2.4,8.6,6.7,4.5,98
Canada,Ontario,Timmins,20100211 23:00,2010,2,11,23,1019.8,376,2.4,8.1,6.1,4.6,137
Canada,Ontario,Timmins,20100212 00:00,2010,2,12,0,1019.8,372,2.3,7.6,5.4,4.6,214
Canada,Ontario,Timmins,20100212 01:00,2010,2,12,1,1019.7,391,2.2,7.1,4.9,4.6,224
Canada,Ontario,Timmins,20100212 02:00,2010,2,12,2,1019.6,434,2.2,6.8,4.4,4.6,243
Canada,Ontario,Timmins,20100212 03:00,2010,2,12,3,1019.4,441,2.2,6.4,4,4.6,277
Canada,Ontario,Timmins,20100212 04:00,2010,2,12,4,1019.4,438,2.1,6.1,3.6,4.6,272
Canada,Ontario,Timmins,20100212 05:00,2010,2,12,5,1019.5,424,2.1,5.7,3.2,4.4,282
Canada,Ontario,Timmins,20100212 06:00,2010,2,12,6,1019.7,418,2,5.5,2.9,4.4,294
Canada,Ontario,Timmins,20100212 07:00,2010,2,12,7,1020.2,438,1.9,5.3,2.6,4.4,294
Canada,Ontario,Timmins,20100212 08:00,2010,2,12,8,1020.7,430,2.1,5.6,2.9,4.4,306
Canada,Ontario,Timmins,20100212 09:00,2010,2,12,9,1021.2,457,2.4,7.1,4.6,5,300
Canada,Ontario,Timmins,20100212 10:00,2010,2,12,10,1021.5,453,2.5,8.7,6.6,5.5,258
Canada,Ontario,Timmins,20100212 11:00,2010,2,12,11,1021.5,430,2.6,10.2,8.3,5.8,239
Canada,Ontario,Timmins,20100212 12:00,2010,2,12,12,1021,422,2.6,11.4,10,5.9,243
Canada,Ontario,Timmins,20100212 13:00,2010,2,12,13,1020,420,2.6,12.4,11.1,5.9,243
Canada,Ontario,Timmins,20100212 14:00,2010,2,12,14,1019,398,2.6,13.2,12,6,246
Canada,Ontario,Timmins,20100212 15:00,2010,2,12,15,1018.4,380,2.5,13.7,12.6,6,249
Canada,Ontario,Timmins,20100212 16:00,2010,2,12,16,1018.2,375,2.4,13.9,12.7,5.9,242
Canada,Ontario,Timmins,20100212 17:00,2010,2,12,17,1018.2,389,2.5,13.6,12.4,5.8,183
Canada,Ontario,Timmins,20100212 18:00,2010,2,12,18,1018.3,374,2.5,12.4,11.2,5.2,80
Canada,Ontario,Timmins,20100212 19:00,2010,2,12,19,1018.7,365,2.7,10.9,9.6,4.6,102
Canada,Ontario,Timmins,20100212 20:00,2010,2,12,20,1019,357,2.7,10.2,8.7,4.5,113
Canada,Ontario,Timmins,20100212 21:00,2010,2,12,21,1019.3,370,2.7,9.6,7.9,4.6,122
Canada,Ontario,Timmins,20100212 22:00,2010,2,12,22,1019.5,374,2.7,8.9,7.1,4.6,148
Canada,Ontario,Timmins,20100212 23:00,2010,2,12,23,1019.5,363,2.8,8.4,6.5,4.6,162
Canada,Ontario,Timmins,20100213 00:00,2010,2,13,0,1019.5,354,2.7,7.9,5.8,4.6,197
Canada,Ontario,Timmins,20100213 01:00,2010,2,13,1,1019.3,372,2.6,7.4,5.4,4.6,212
Canada,Ontario,Timmins,20100213 02:00,2010,2,13,2,1019.3,417,2.6,7.1,4.9,4.6,224
Canada,Ontario,Timmins,20100213 03:00,2010,2,13,3,1019.1,425,2.5,6.7,4.4,4.6,250
Canada,Ontario,Timmins,20100213 04:00,2010,2,13,4,1019.1,424,2.4,6.3,3.9,4.6,253
Canada,Ontario,Timmins,20100213 05:00,2010,2,13,5,1019.1,411,2.4,6,3.6,4.3,263
Canada,Ontario,Timmins,20100213 06:00,2010,2,13,6,1019.4,412,2.3,5.8,3.3,4.4,272
Canada,Ontario,Timmins,20100213 07:00,2010,2,13,7,1019.8,431,2.2,5.6,2.9,4.4,270
Canada,Ontario,Timmins,20100213 08:00,2010,2,13,8,1020.4,418,2.4,5.9,3.4,4.4,290
Canada,Ontario,Timmins,20100213 09:00,2010,2,13,9,1020.9,444,2.8,7.4,5.1,4.9,266
Canada,Ontario,Timmins,20100213 10:00,2010,2,13,10,1021.1,435,2.8,9.1,7.1,5.5,243
Canada,Ontario,Timmins,20100213 11:00,2010,2,13,11,1021.1,420,2.8,10.7,8.9,5.8,232
